kategori,pertanyaan
about_Amlodipine,"['saya', 'belum', 'tahu', 'efek', 'samping', 'yang', 'kait', 'dengan', 'amlodipine']"
about_Amlodipine,"['apa', 'efek', 'samping', 'yang', 'mungkin', 'alami', 'ketika', 'guna', 'amlodipine']"
about_Amlodipine,"['tolong', 'sebut', 'efek', 'samping', 'yang', 'kait', 'dengan', 'guna', 'amlodipine']"
about_Amlodipine,"['apa', 'efek', 'negatif', 'yang', 'mungkin', 'jadi', 'akibat', 'amlodipine']"
about_Amlodipine,"['saya', 'belum', 'tahu', 'apa', 'saja', 'efek', 'samping', 'yang', 'mungkin', 'jadi', 'telah', 'guna', 'amlodipine']"
about_Amlodipine,"['efek', 'samping', 'apa', 'yang', 'umum', 'jadi', 'telah', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['mohon', 'informasi', 'efek', 'samping', 'dari', 'amlodipine']"
about_Amlodipine,"['apa', 'saja', 'efek', 'yang', 'sering', 'jadi', 'telah', 'guna', 'amlodipine']"
about_Amlodipine,"['saya', 'tidak', 'paham', 'efek', 'samping', 'amlodipine', 'bisa', 'anda', 'jelas']"
about_Amlodipine,"['efek', 'apa', 'yang', 'biasa', 'muncul', 'telah', 'guna', 'amlodipine']"
about_Amlodipine,"['tolong', 'sebut', 'efek', 'negatif', 'yang', 'mungkin', 'timbul', 'akibat', 'guna', 'amlodipine']"
about_Amlodipine,"['apa', 'efek', 'yang', 'perlu', 'perhati', 'telah', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['saya', 'tidak', 'milik', 'tahu', 'kena', 'efek', 'samping', 'obat', 'amlodipine']"
about_Amlodipine,"['efek', 'samping', 'apa', 'yang', 'sering', 'jadi', 'pada', 'guna', 'amlodipine']"
about_Amlodipine,"['sebut', 'efekefek', 'yang', 'mungkin', 'jadi', 'akibat', 'amlodipine']"
about_Amlodipine,"['apa', 'efek', 'yang', 'timbul', 'telah', 'guna', 'amlodipine']"
about_Amlodipine,"['saya', 'belum', 'tahu', 'efek', 'samping', 'yang', 'mungkin', 'jadi', 'akibat', 'amlodipine']"
about_Amlodipine,"['tolong', 'beritahu', 'saya', 'efek', 'samping', 'dari', 'amlodipine']"
about_Amlodipine,"['efek', 'apa', 'yang', 'muncul', 'telah', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['saya', 'belum', 'tahu', 'efek', 'samping', 'yang', 'kait', 'dengan', 'amlodipine']"
about_Amlodipine,"['apakah', 'kamu', 'tahu', 'efek', 'samping', 'amlodipine']"
about_Amlodipine,"['efek', 'apa', 'yang', 'bisa', 'jadi', 'akibat', 'guna', 'amlodipine']"
about_Amlodipine,"['mohon', 'sebut', 'efek', 'samping', 'yang', 'mungkin', 'jadi', 'telah', 'guna', 'amlodipine']"
about_Amlodipine,"['saya', 'tidak', 'milik', 'tahu', 'tentang', 'efek', 'samping', 'amlodipine']"
about_Amlodipine,"['apakah', 'kamu', 'tahu', 'efek', 'samping', 'dari', 'guna', 'amlodipine']"
about_Amlodipine,"['efek', 'apa', 'yang', 'timbul', 'oleh', 'amlodipine']"
about_Amlodipine,"['sebut', 'efek', 'samping', 'yang', 'mungkin', 'jadi', 'telah', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['aku', 'belum', 'tahu', 'apa', 'efek', 'samping', 'dari', 'amlodipine']"
about_Amlodipine,"['apakah', 'efek', 'samping', 'amlodipine']"
about_Amlodipine,"['apakah', 'efek', 'samping', 'amlodipine', 'tahu']"
about_Amlodipine,"['tolong', 'jelas', 'efek', 'samping', 'yang', 'kait', 'dengan', 'guna', 'amlodipine']"
about_Amlodipine,"['apa', 'efek', 'negatif', 'yang', 'mungkin', 'muncul', 'akibat', 'amlodipine']"
about_Amlodipine,"['saya', 'belum', 'tahu', 'efek', 'samping', 'apa', 'yang', 'dapat', 'jadi', 'telah', 'guna', 'amlodipine']"
about_Amlodipine,"['efek', 'samping', 'apa', 'yang', 'umum', 'jadi', 'telah', 'konsumsi', 'amlodipine']"
about_Amlodipine,"['mohon', 'beri', 'saya', 'informasi', 'kena', 'efek', 'samping', 'amlodipine']"
